Title,Dewey_Decimal_Number,Author,ISBN,In_Stock,DatePurchased,NumberInStock,NumberOfAccesses,Price,LastAccessed
"Social Construction of Reality, The",300,"Berger, Peter and Thomas Luckmann",1856218289,y,08-JUL-2001,2,2,5.99,29-DEC-2006
"Social Contract, The",320.1,"Rousseau, Jean-Jacques",978-8644563332,y,31-DEC-2015,2,1,17.99,15-MAY-2018
"Social History of England, A",942,"Briggs, Asa",6828303494,y,24-NOV-2001,1,4,5.99,28-SEP-2008
Socialism: A Very Short Introduction,321,"Newman, Michael",9045670186,y,,1,1,,02-AUG-2015
Sociolinguistics:: An Introduction to Language and Society,306.44,"Trudgill, Peter",5127507660,y,26-NOV-1996,1,0,12.49,12-FEB-2005
Sociology for Beginners,301,"Osborne, Richard, and Van Loon, Borin",7621740530,n,04-JUL-1997,0,2,17.99,16-MAY-2017
Sociology of Science,306.4,"Barnes, Barry (Ed)",5641697336,y,08-MAR-2001,2,1,5.99,29-AUG-2006
Sociology: A Very Short Introduction,301,"Bruce, Steve",4057463065,y,22-FEB-2001,2,2,12.49,23-SEP-2010
Solar,823,"McEwan, Ian",4854535588,y,20-MAR-1999,4,10,12.49,06-JUN-2007
Solar Lottery,823,"Dick, Philip K",0323443529,y,01-JAN-1984,1,4,4.5,01-AUG-1993
Something Happened,823,"Heller, Joseph",4355358651,n,01-OCT-1988,0,10,1.99,16-MAY-2017
Sometimes a Great Notion,823,"Kesey, Ken",9676986271,n,01-AUG-1977,0,1,3.5,16-MAY-2017
"Song of Kali, The",823,"Simmons, Dan",5860874558,n,01-JUN-1993,0,10,5.99,16-MAY-2017
"Song of Stone, A",823,"Banks, Iain",978-0473041819,y,18-JAN-2007,1,2,21.5,06-APR-2015
"Song of Summer, The",823,"Silverberg, Robert",978-3613792674,y,03-JUN-2015,2,12,21.5,15-MAY-2018
Sonny's Blues,808.3,"Baldwin, James",978-188011624X,y,03-DEC-2007,1,0,21.5,25-MAY-2013
Sons and Lovers,823,"Lawrence, D H",539722566X,y,01-MAR-1978,1,1,2.99,09-APR-1982
Sophie's World,823,"Gaarder, Jostein",3053835413,n,16-NOV-1999,0,12,17.99,16-MAY-2017
Soul Searching,500,"Humphrey, Nicholas",0859304504,y,25-AUG-2005,1,1,7.99,14-SEP-2007
"Soul of a New Machine, The",500,"Kidder, Tracey",6639836718,y,01-APR-1986,1,4,5.49,07-DEC-1986
South Sea Stories,808.3,"Maugham, W Somerset",5465289003,y,25-JAN-1999,2,1,17.99,13-APR-2007
Sowers of Thunder,390,"Roberts, Anthony",5087317748,n,01-NOV-1982,0,4,4.5,16-MAY-2017
"Space Gods Revealed, The",500,"Storey, Ronald",9992712997,y,01-DEC-1994,1,1,17.99,17-FEB-2003
Space Vampires,823,"Wilson, Colin",2447740339,y,01-OCT-1989,1,2,1.99,18-DEC-1997
Space-time Transients and Unusual Events,1.9,"Persinger, Micheal A and LaFreniere, Gyslaine F",149956296X,y,23-MAY-1996,1,1,17.99,09-AUG-2004
"Space: In Science, Art and Society",306,"Penz, Francoise, Gregory Radick and Robert Howell (eds)",3941266222,y,,2,2,,02-AUG-2015
Speaking Science Fiction,809.3,"Sawyer, Andy and David Seed (ed)",7714197071,y,,2,1,,20-MAR-2014
Speaking to Each Other: About Society,306,"Hoggart, Richard",1491197735,n,20-MAY-1998,0,1,5.99,16-MAY-2017
Spies,823,"Frayn, Michael",4856052638,y,01-NOV-1994,4,1,5.99,18-JAN-2003
"Spire, The",823,"Golding, William",4662863866,y,01-JAN-1976,4,10,3.5,01-AUG-1985
Spirits of Place,306,"Brown, Jane",978-2108845102,y,01-JUN-2009,2,2,12.49,18-AUG-2017
Spooks: The Unofficial History of Mi5 from the First Atom Spy to 7/7,353.1,"Hennessey, Thomas and Claire Thomas",978-8134673251,y,19-AUG-2014,1,2,7.99,15-MAY-2018
"Spy Who Came in the Cold, The",823,"Le Carre, John",3498317065,y,01-JUL-1987,4,10,4.99,17-SEP-1995
"Stages of Economic Growth, The",330,"Rostow, W W",1895581447,y,01-APR-1992,2,1,12.49,22-SEP-1997
Stand on Zanzibar,823,"Brunner, John",4252882495,y,12-FEB-1976,1,12,2.99,30-APR-1984
Stanley Kubrick Directs,791.43,"Walker, Alexander",6228865528,y,10-JUN-2001,1,2,5.99,23-OCT-2002
Star Rider,823,"Piserchia, Doris",0980246715,y,03-JAN-1986,4,2,4.5,22-MAR-1994
"Star-Spangled Nightmare,The",823,"Spinrad, Norman",9324762234,y,,5,1,,05-NOV-2012
Stark,823,"Elton, Ben",2029723517,n,01-MAY-1993,0,1,12.49,16-MAY-2017
Starship Troopers,823,"Heinlein, Robert",2425163022,n,01-JAN-1976,0,1,2.99,16-MAY-2017
"Started Early, Took my Dog",823,"Atkinson, Kate",978-6820886958,y,27-JAN-2015,1,2,12.49,15-MAY-2018
State of Emergency: The Way We Were - Britain 1970-1974,942.08,"Sandbrook, Dominic",652115300X,y,,1,2,,16-MAY-2007
State of Fear,823,"Crichton, Michael",978-7453838390,y,17-MAY-2006,4,10,21.5,25-JUN-2010
Station X,600.9,"Smith, Michael",1585530965,y,15-FEB-2000,1,2,5.99,20-DEC-2006
Statistics: A Very Short Introduction,519,"Hand, David J",5951242426,y,12-JUN-1996,2,4,12.49,03-DEC-2001
"Status Civilisation, The",823,"Scheckley, Robert",2666698132,y,30-OCT-1996,5,4,17.99,31-MAY-2006
"Steep Approach to Garbadale, The",823,"Banks, Iain",9600782208,y,06-JAN-2001,2,12,7.99,25-MAR-2009
Steppenwolf,823,"Hesse, Herman",8766332077,y,01-APR-1979,1,10,0.99,30-OCT-1988
"Stirk of Stirk, The",823,"Tinniswood, Peter",2924732954,n,01-JUL-1982,0,1,1.99,16-MAY-2017
Stochastic Man,823,"Silverberg, Robert",0940896129,y,01-NOV-1986,4,10,1.99,23-APR-1992
"Stone God Awakens, The",823,"Farmer, Philip Jose",1083749608,n,01-JAN-1977,0,10,0.99,16-MAY-2017
Stormbringer,823,"Moorcock, Michael",183343160X,n,01-JAN-1976,0,1,1.5,16-MAY-2017
Storms: My Life with Lindsay Buckingham,780.92,"Harris, Carol Anne",978-0677436455,y,08-MAY-2012,2,4,21.5,16-JUN-2016
"Story of English, The",420.9,Various,6227956897,y,01-APR-1989,1,4,4.99,31-OCT-1998
Strange Creations,390,"Kossy, Donna",8430554102,y,08-JUL-2004,1,2,17.99,15-MAR-2005
Strange Powers,133.8,"Wilson, Colin",1992237872,n,01-OCT-1993,0,2,12.49,16-MAY-2017
Strange Story of the Quantum,500,"Hoffman, Banesh",1627643943,y,19-MAR-1997,1,4,17.99,09-SEP-2002
Strange and Secret Peoples,390,"Silver, Carole G",978-7524899853,y,05-FEB-2006,1,2,5.99,06-SEP-2015
"Strange, Familiar and the Forgotten, The",153,"Rosenfield, Israel",7489481642,y,30-DEC-1997,2,2,5.99,03-NOV-2004
Strangely Strange But Oddly Normal,824,"Roberts, Andy",806991908X,y,,2,4,,16-MAY-2007
Stranger in a Strange Land,823,"Heinlein, Robert",315260247X,y,01-JAN-1976,1,12,0.99,01-AUG-1985
Structuralism,801,"Sturrock, John",3954434676,y,18-JUN-1997,1,4,5.99,09-DEC-2002
Stuart Hall: Critical Dialogues in Cultural Studies,306,"Morley, David and Chen, Kuan-Hsing (Eds.)",768525804X,y,,2,1,,05-NOV-2012
Studies in Occultism,133.4,"Blavatsky, H P",7531796241,n,01-MAR-1978,0,1,0.99,16-MAY-2017
Suckers: How Alternative Medicine Makes Fools of us All,500,"Shapiro, Rose",7967908987,y,,2,2,,02-AUG-2015
"Supernatural & English Fiction, The",809.3,"Cavaliero, Glen",1897135639,y,12-JUL-2002,2,1,5.99,16-MAY-2009
Supernatural Tales,823,"Lee, Vernon",1967233313,y,18-APR-1998,3,4,5.99,05-JUL-2006
Supernature,500,"Watson, Lyall",3430777543,y,01-JAN-1976,2,2,0.99,23-JUN-1981
Superstrings and the Search for a Theory of Everything,500,"Peat, F David",576706384X,y,01-AUG-1994,1,1,17.99,05-JUN-2001
Surface Detail,823,"Banks, Iain M",6469050975,y,02-FEB-2001,3,1,17.99,21-APR-2009
Surrealism,709,"Schneede, Uwe M",6856150598,y,,1,2,,24-JUN-2011
Sway,823,"Lazar, Zachary",9938085037,y,25-FEB-1998,4,4,5.99,14-MAY-2006
Swearing,410,"Hughes, Geoffrey",1876006202,y,05-JUN-2000,1,2,5.99,04-JAN-2010
Sweet Tooth,823,"McEwan, Ian",978-611811591X,y,21-APR-2014,3,10,5.99,15-MAY-2018
Sword of the Lictor,823,"Wolfe, Gene",8408820023,y,,5,10,,02-AUG-2015
"Symbolic Species, The",150,"Deacon, Terrence",7444006264,y,06-JUL-2003,1,1,5.99,10-MAY-2010
Symmetry in Chaos,510,"Field, Michael, and",0031416025,y,01-MAY-1994,2,4,12.49,30-NOV-2003
Syzygy,823,"Coney, Michael",7793394196,n,01-MAY-1979,0,2,0.99,16-MAY-2017
T S Eliot,809.1,"Spender, Stephen",0554000498,y,,2,4,,24-JUN-2011
T S Eliot: The Wasteland,809.3,"Coote, Stephen",8126989020,y,17-NOV-2000,1,4,5.99,07-DEC-2002
"Talented Mr Ripley, The",823,"Highsmith, Patricia",978-8493848508,y,20-OCT-2015,3,1,5.99,15-MAY-2018
Talking to Strange Men,823,"Rendell, Ruth",4618978721,y,01-NOV-1992,3,12,21.5,18-JAN-2001
Taming the Atom,530,"Bayer, Hans Christian",3394095778,y,23-MAY-2001,2,4,12.49,09-AUG-2009
"Tao of Physics, The",530,"Capra, Fritjof",6591467646,y,01-JAN-1983,1,1,2.99,20-MAR-1991
"Tao, The: In Search of Immortality",180,"Blofeld, John",1725086491,y,01-MAY-1992,1,2,5.99,21-MAY-1994
"Tarot, The",133.3,"Douglas, A",6743960072,n,01-NOV-2003,0,1,17.99,16-MAY-2017
"Tarot, The",133.3,"Innes, Brian",037554293X,y,04-JUL-1997,1,4,5.99,20-SEP-2005
"Taste of Life, A",823,"Paretsky, Sarah",978-4987059801,y,25-DEC-2015,3,1,7.99,15-MAY-2018
Tau Zero,823,"Anderson, Poul",978-2957958403,y,30-DEC-2015,3,1,17.99,15-MAY-2018
"Tax Inspector, The",823,"Carey, Peter",9868599418,n,01-JAN-1994,0,4,5.99,16-MAY-2017
Teach Yourself Film Studies,791.43,"Buckland, Warren",0986232842,y,21-JAN-2000,2,1,17.99,17-OCT-2002
Teach Yourself Linguistics,407,"Aitchison, Jean",5704295643,y,01-APR-1986,2,2,4.5,18-JUN-1994
Techgnosis,306,"Davis, Erik",6867311824,y,28-MAY-2003,2,4,5.99,17-NOV-2008
"Techniques of Persuasion, The",153.852,"Brown, J A C",9546892345,y,25-DEC-1997,2,1,21.5,13-MAR-2006
Technological Society,600.09,"Ellul, Jacques",6422310619,y,01-JAN-1994,2,2,5.99,02-AUG-2003
Television: Technology and Cultural Form,302.23,"Williams, Raymond",4275654114,y,01-AUG-1980,2,1,2.99,18-OCT-1988
Temple of Death,823,"Benson, A C and R H",4472193599,y,10-JUN-2001,2,4,17.99,18-SEP-2001
Temple of the Stars,1.9,"Le Poer Trench,",2494806127,n,01-JAN-1976,0,4,0.99,16-MAY-2017
"Temple, The: Meeting Place of Heaven and Earth",306,"Lundquist, John M",2348066975,y,02-JUN-2003,1,4,21.5,06-APR-2010
"Tenant of Wildfell Hall, The",823,"Bronte, Anne",5347461559,y,07-DEC-2001,4,1,5.99,11-OCT-2008
Tender is the Night,823,"Fitzgerald, F Scott",978-1802246944,y,03-OCT-2007,4,1,5.99,22-OCT-2009
"Terminal Beach, The",823,"Ballard, J G",976492349X,y,09-SEP-2001,4,1,21.5,14-JUL-2008
Terra Nostra,823,"Fuentes, Carlos",7985014295,n,01-NOV-1982,0,12,2.99,16-MAY-2017
Terrorism: A Very Short Introduction,355.3,"Townshend, Charles",5009761069,y,,2,2,,09-FEB-2010
Tess of the D'Urbervilles,823,"Hardy, Thomas",6643524480,y,08-AUG-1996,2,10,21.5,25-OCT-2004
"Test of Time, A",930.1,"Rohl, David M",7694320291,y,,1,0,,02-AUG-2015
Textual Analysis: A Beginner's Guide,302.23072,"McKee, Alan",9338858667,y,11-JAN-2004,1,1,12.49,03-JUL-2009
That Hideous Strength,823,"Lewis, C S",0890692468,y,15-MAY-1998,2,2,5.99,19-MAR-2005
The Colossus of Maroussi,910.4,"Miller, Henry",1397894291,y,01-NOV-1978,1,0,2.99,18-JAN-1987
The Golem: What Everyone Should Know About Science,501,"Collins, Harry and Pinch, Trevor",4567750583,y,20-MAR-1999,2,2,5.99,06-JUN-2007
Theatres of Memory,901,"Samuel, Raphael",0665027355,y,,1,0,,20-MAR-2014
Theories of Everything,500.1,"Barrow, John D",6599685711,y,01-NOV-1992,2,4,17.99,18-JAN-2001
Theory of Justice,323.4,"Rawls, John",0922256643,n,,0,1,,16-MAY-2017
"Theory of the Leisure Class, The",300,"Veblen, Thorstein",6719748223,y,,2,2,,02-AUG-2015
"Thief, The",823,"Rendell, Ruth",978-4806476987,y,28-DEC-2013,5,2,5.99,15-MAY-2018
Thinking About Social Thinking,300.1,"Flew, Anthony",370262039X,n,12-FEB-1999,0,0,17.99,16-MAY-2017
"Third Culture, The: Beyond the Scientific Revolution",500,"Brockman, John (ed.)",590550204X,y,18-JUL-1997,1,1,17.99,22-MAY-2004
"Third Policeman, The",823,"O'Brien, Flann",0436014394,n,01-DEC-1987,0,1,4.5,16-MAY-2017
"Third Wave, The",300,"Toffler, Alvin",6910840020,y,01-MAY-1990,1,2,5.99,09-AUG-1990
Thirteen Steps Down,823,"Rendell, Ruth",978-7566426484,y,12-AUG-2007,5,4,5.99,29-OCT-2015
Thirteen Ways of Looking at the Novel,306,"Smiley, Jane",1400033187,y,12-APR-2007,2,1,21.5,29-JUN-2015
Thorns,823,"Silverberg, Robert",8354550837,y,01-AUG-1982,3,2,1.99,05-JUN-1989
Thought Contagion: How Belief Spreads Through Society - The New Science of Memes,500,"Lynch, Aaron",2917227402,n,05-DEC-2001,0,1,5.99,16-MAY-2017
"Three Minute Meditator, The",155.2,"Harp, David",7632925044,y,08-SEP-1996,2,0,5.99,25-NOV-2004
"Three Musketeers, The",823,"Dumas, Alexandre",6893443375,y,18-NOV-2003,2,1,7.99,27-DEC-2007
Three Scientists and Their Gods,500,"Wright, Robert",4858898667,y,01-MAY-1995,1,2,17.99,09-AUG-1995
"Three Stigmata of Palmer Eldritch, The",823,"Dick, Philip K",3054475367,y,01-FEB-1993,4,4,17.99,20-APR-2001
"Tide Turner, The",823,"MacAllister, Angela",978-5247579559,y,08-JAN-2010,4,10,21.5,15-MAY-2018
Tigerlily's Orchids,823,"Rendell, Ruth",978-4962784236,y,03-APR-2013,5,2,5.99,15-MAY-2018
Time Detectives,930.1,"Fagan, Brian",8779399758,y,01-MAR-1994,2,2,7.99,20-MAR-1996
Time Enough for Love,823,"Heinlein, Robert",596997489X,n,01-JAN-1976,0,4,1.5,16-MAY-2017
Time Must Have a Stop,823,"Huxley, Aldous",8561359965,y,01-APR-1989,2,12,1.99,18-JUN-1997
Time Out of Joint,823,"Dick, Philip K",5891279418,y,05-JAN-1986,1,4,1.99,09-NOV-1992
Time's Anvil,930.19,"Morris, Richard",1112298919,y,,2,0,,02-AUG-2015
"Time, Love, Memory",152,"Weiner, Jonathon",0475021443,y,,2,0,,05-NOV-2012
Timescape,823,"Benford, Gregory",4658179658,y,02-MAR-2000,4,10,5.99,23-AUG-2005
Timestop!,823,"Farmer, Philip Jose",0754617481,n,01-JAN-1978,0,10,2.99,16-MAY-2017
Timewarps,520,"Gribbin, John",9079259405,n,01-JAN-1992,0,0,17.99,16-MAY-2017
"Tin Drum, The",823,"Grass, Gunter",7382008455,y,01-NOV-1977,4,1,1.99,02-JUN-1987
"Tin Men, The",823,"Frayn, Michael",7347590754,y,28-DEC-1996,1,2,17.99,02-NOV-2003
"Tipping Point, The",300,"Gladwell, Malcolm",1120843287,y,16-OCT-2000,2,1,5.99,02-JAN-2009
Titus Alive,823,"Peake, Mervyn",0109907389,y,11-MAR-1985,1,4,1.99,19-JUN-1985
Titus Groan,823,"Peake, Mervyn",8058135495,n,01-JAN-1984,0,10,1.99,16-MAY-2017
To Live Again,823,"Silverberg, Robert",2048090199,y,01-APR-1982,1,2,1.99,03-FEB-1989
To Save Everything Click Here,306,"Morozov, Edward",1641644822,y,,1,2,,24-JUN-2011
To the Lighthouse,823,"Woolf, Virginia",983433529X,y,,5,4,,20-MAR-2014
To-morrow,823,"Conrad,  Joseph",2893781617,y,05-JAN-2003,1,1,12.49,24-JAN-2005
Too Hot to Handle,306.4,"Close, Frank",4964229783,y,16-OCT-2002,1,1,5.99,02-JAN-2011
Top Girls,822,"Churchill, Caryl",0600705860,y,29-AUG-2002,2,1,5.99,29-MAR-2012
"Torrent of Faces, A",823,"Blish, James and Knight, Damon",775299989X,n,01-SEP-1990,0,2,12.49,16-MAY-2017
Total Man,153,"Gooch, Stan",4208062833,y,01-JUN-1977,1,2,3.5,31-DEC-1986
Towns and Cities,300,"James, Emrys",350134694X,y,01-JUL-1991,2,1,5.99,21-DEC-1996
Tracing the History of Your House,900,"Greysmith, Brenda",6869511985,n,12-JUN-1997,0,1,5.99,16-MAY-2017
"Tracking Truth: Knowledge, Evidence and Science",121,"Roush, Sherrilyn",1990055373,y,,1,2,,20-MAR-2014
"Transformation of Miss Mavis Ming, The",823,"Moorcock, Michael",1672397415,n,01-NOV-1986,0,0,1.99,16-MAY-2017
Transition,823,"Banks, Iain",978-6683441525,y,01-JUL-2011,1,4,5.99,15-MAY-2018
"Transmigration of Timothy Archer, The",823,"Dick, Philip K",4470497181,y,01-MAR-1987,3,10,5.49,03-JAN-1994
"Traps of Time, The",823,"Moorcock, Micheal (ed)",978-515240686X,n,31-MAY-2014,0,4,5.99,16-MAY-2017
"Tree of Hands, The",823,"Rendell, Ruth",978-3367901046,y,29-APR-2014,1,10,12.49,15-MAY-2018
Trees and Woodland in the British Landscape,574.526,"Rackham, Oliver",7828194181,y,12-AUG-2004,2,2,17.99,29-OCT-2012
"Trespasser, The",823,"Lawrence, D H",4221497380,y,01-DEC-1978,5,1,2.99,05-OCT-1985
"Trial, The",823,"Kafka, Franz",1019608123,y,01-JAN-1976,5,1,0.99,19-MAR-1984
"Triple Echo, The",823,"Bates, H E",837479341X,y,25-APR-2001,1,1,7.99,24-NOV-2010
Triumph of the City,306,"Glaeser, Edward",6973771163,y,01-JUN-1995,1,4,7.99,21-NOV-2000
"Triumph of the Embryo, The",500,"Wolpert, Lewis",7811215542,y,01-JUN-1993,2,1,7.99,18-AUG-2001
Tropic of Cancer,823,"Miller, Henry",1094969526,y,01-JUL-1978,5,1,2.99,22-DEC-1983
Tropic of Capricorn,823,"Miller, Henry",3180670460,y,01-MAR-1979,2,1,1.5,13-JUL-1980
"Trouble With Lichen, The",823,"Wyndham, John",516944797X,n,01-AUG-1992,0,12,5.99,16-MAY-2017
"Truth, Meaning and Realism",121,"Grayling, A C",8044637757,y,01-DEC-1995,2,1,12.49,17-FEB-2004
Truth: A History and Guide,800.1,"Fernandez-Armesto, Felipe",1012709816,y,12-SEP-1999,2,1,17.99,29-NOV-2007
Tudor England,942.05,"Bindoff, S T",0055102021,y,07-AUG-2001,2,2,5.99,27-AUG-2003
Turbulent Mirror,510,"Briggs and Peat, F",2370498698,y,01-JUL-1991,1,1,5.99,29-JAN-2001
Turing,190.9,"Hodges, Andrew",3741322609,y,29-AUG-2000,1,1,17.99,18-SEP-2002
Turing's Man,303.4834,"Bolter, J David",5357563121,y,30-AUG-2001,1,1,5.99,31-MAR-2011
"Turning Point, The",820.9,"Bedford, Sybille",3700825271,y,01-MAR-1984,2,2,4.99,22-AUG-1989
"Turning Point, The",500.1,"Capra, Fritjof",7331202965,y,01-SEP-1986,2,2,4.99,01-APR-1996
Twentieth-Century Design,709,"Woodham, Jonathan M",2517851443,y,,2,2,,20-MAR-2014
"Two Cultures, The",306.45,"Snow, C P",0375580038,y,22-AUG-2001,2,2,5.99,08-NOV-2009
Two for Texas,823,"Burke, James Lee",978-6622246404,y,17-JAN-2013,3,1,17.99,15-MAY-2018
"Tyranny of Guilt, The",302,"Bruckner, Pascal",1566977953,y,17-JAN-2002,2,0,17.99,05-APR-2010
UFO Magic in Motion,1.9,"Shuttlewood, Arthur",3111615718,y,01-APR-1994,1,2,5.99,31-OCT-2003
UFO: The Complete Sightings Catalogue,1.9,"Brookesmith, Peter",6697405594,y,20-DEC-2001,1,1,17.99,09-JAN-2004
UFOs - Key to the New Age,1.9,"Shuttlewood, Arthur",820224312X,y,10-JAN-1974,1,1,1.99,11-AUG-1983
UFOs - The Final Answer,1.9,"Barclay, David and",0542295012,y,01-SEP-1994,1,0,17.99,06-JUL-2001
UFOs That Never Were,1.9,"Randles, Jenny, and Andy Roberts and Dave Clarke",1578710960,y,27-NOV-2001,2,1,12.49,01-OCT-2008
UFOs and Their Mission Impossible,1.9,"Wilson, Clifford",4257745307,n,01-DEC-1992,0,0,5.99,16-MAY-2017
UFOs in Space: Anatomy of a Phenomenon,1.9,"Vallee, Jacques",2987258627,y,01-JAN-1976,2,2,0.99,27-SEP-1978
UFOs: The Psychic Solution,1.9,"Vallee, Jacques",8167456709,y,01-JUN-1994,2,0,5.99,25-FEB-1997
Ubik,823,"Dick, Philip K",0243587406,y,01-JUN-1989,5,1,2.99,31-DEC-1998
"Ugly Swans, The",823,"Strugatsky, A and B",8909157747,n,01-SEP-1993,0,2,5.99,16-MAY-2017
Unauthorised Freud: Doubters Confront a Legend,150.9,"Crews, Frederick, (Ed.)",1506857342,y,29-JUL-2003,2,2,12.49,15-OCT-2011
"Unbound Prometheus, The",600.09,"Landes, David S",3997520369,y,05-FEB-1998,1,2,5.99,06-SEP-2007
Uncanny Stories,808.3,"Sinclair, May",978-848080762X,y,23-JUN-2008,1,2,17.99,09-SEP-2016
"Uncertain Sciences, The",300,"Mazlish, Bruce",037247242X,y,31-JAN-1999,1,1,5.99,19-APR-2007
Undecurrents,823,"Fyfield, Frances",978-7837883410,y,08-AUG-2006,4,10,17.99,12-JUN-2013
Under Milk Wood,822,"Thomas, Dylan",0211773915,y,01-JUN-1983,1,2,1.99,05-APR-1990
Under the Greenwood Tree,823,"Hardy, Thomas",978-4210103869,y,15-AUG-2013,3,2,21.5,15-MAY-2018
Under the Volcano,823,"Lowry, Malcolm",8983422988,y,01-APR-1983,1,4,4.5,26-DEC-1985
"Undergrowth of Science, The",500.1,"Gratzer, Walter",1444697954,y,07-NOV-1995,2,2,12.49,24-JAN-2004
Understanding Media,300,"McLuhan, Marshall",4984779397,n,01-NOV-1977,0,1,2.99,16-MAY-2017
Understanding Popular Culture,306,"Fiske, John",3612789141,y,29-JUL-1997,1,2,17.99,27-FEB-2007
Understanding the Present,306,"Appleyard, Brian",3894865333,y,08-AUG-1996,2,2,7.99,25-OCT-2004
"Undiscovered Country, The",1.9,"Jenkins, Stephen",4413781382,y,10-JAN-1996,1,1,5.99,10-AUG-2005
"Union Makes Us Strong, The",300,"Lane, Tony",2226554007,n,01-APR-1981,0,1,1.99,16-MAY-2017
"Universal Computer, The",4.01,"Davis, Martin",0276084384,y,02-JUN-2003,1,2,21.5,10-SEP-2003
"Universal History of Computing, A",500,"Ifrah, Georges",0751970709,y,15-SEP-2005,1,1,7.99,05-OCT-2007
"Universal History of Infamy, A",808.3,"Borges, Jorge Luis",2465414588,y,07-OCT-2001,1,0,17.99,24-DEC-2009
"Universe of Suns, The",500,"Proctor, Richard A",1893165648,y,,2,2,,20-MAR-2014
"Unnatural Nature of Science, The",501,"Wolpert, Lewis",3878402260,y,25-OCT-1998,1,1,21.5,29-AUG-2005
Unweaving the Rainbow,500.1,"Dawkins, Richard",5711554166,y,16-JUN-2003,1,4,5.99,06-DEC-2008
Up at the Villa,823,"Somerset Maugham, W",978-1196257999,y,29-MAR-2014,2,2,5.99,15-MAY-2018
Up the Junction,823,"Dunn, Nell",6882624383,n,01-NOV-1980,0,1,4.5,16-MAY-2017
"Upstart Spring, The",306,"Anderson, Walter Truett",978-596746379X,y,20-JAN-2008,1,2,5.99,24-NOV-2014
"Use and Abuse of History, The: Or How the Past is Taught",901,"Ferro, Marc",1161492877,y,19-MAR-2000,1,0,7.99,05-JUN-2008
Use of Weapons,823,"Banks, Iain M",7526278816,y,20-FEB-2001,2,12,17.99,09-MAY-2009
Useful Toil,305.5,"Burnet, John (ed.)",6854901303,n,04-FEB-2002,0,2,5.99,16-MAY-2017
User's Guide to the Brain,153,"Ratey, John",978-5753768792,y,20-JAN-2006,1,0,5.99,08-APR-2014
"Uses of Literacy, The",809.3,"Hoggart, Richard",9899179446,y,29-MAR-1998,2,4,5.99,28-OCT-2007
Using English,400,"Maybin, J., Mercer, N., Hewings, A., (eds.)",978-5870058558,y,01-JUN-2011,1,0,7.99,25-FEB-2014
Using Your Brain for a Change,158,"Bandler, Richard",9252911731,y,01-NOV-1991,2,4,21.5,01-JUN-2001
Utopias and Utopian Thought,809,"Manuel, Frank E",7595391417,y,10-OCT-1998,1,0,5.99,10-MAY-2008
V,823,"Pynchon, Thomas",6080177150,y,01-OCT-1978,2,10,1.99,05-AUG-1985
Vale of Sad Banana,823,"Lymington, John",978-954055493X,y,02-JUL-2013,5,12,5.99,14-NOV-2014
Valentine Pontifex,823,"Silverberg, Robert",534444433X,n,01-MAY-1991,0,4,7.99,16-MAY-2017
Valis,823,"Dick, Philip K",5931727177,y,01-APR-1988,1,0,4.99,18-JUN-1996
"Vanishing Hitchhiker, The",398,"Brunvand, Jan Harold",2208012632,y,28-OCT-1997,1,0,17.99,17-NOV-1999
Varieties of Religious Experience,153,"James, William",3521298824,y,16-SEP-1997,1,1,7.99,09-MAR-2003
Vermillion Sands,823,"Ballard, J G",8896129573,y,27-SEP-2004,3,4,5.99,28-APR-2014
"Victorian Internet, The",500,"Standage, Tom",1447557919,y,07-DEC-2001,1,2,17.99,11-OCT-2008
Villages in the Landscape,900,"Rowley, Trevor",4250095032,y,17-OCT-2000,2,2,17.99,03-JAN-2009
"Virgin and the Gypsy, The",823,"Lawrence, D H",5831678596,y,01-JAN-1976,2,0,1.99,27-SEP-1978
Virtual Light,823,"Gibson, William",3892551918,y,05-FEB-1998,1,1,17.99,24-APR-2006
Virtual Words: Language on the Edge of Science and Technology,417,"Keats, Jonathon",5448297684,y,06-DEC-1997,1,4,7.99,14-JAN-2002
Visions Before Midnight,791.45,"James, Clive",129273911X,n,01-JUL-1986,0,4,1.99,16-MAY-2017
Visions of England,900,"Strong, Roy",5286930108,y,,1,2,,05-NOV-2012
Visions of the Future in Germany and America,335,"Finzsch, Norbert and Hermann Wellenreuther (eds)",8639736180,y,01-MAY-1994,1,2,21.5,20-MAY-1996
Vitals,823,"Bear, Greg",978-1758594681,y,09-AUG-2008,3,10,12.49,17-SEP-2012
Voltaire's Bastards,100,"Saul, John Ralston",4137537253,y,08-NOV-1997,2,2,5.99,12-SEP-2004
Voluntary Madness,823,"Hendricks, Vicky",6819398756,n,02-MAY-2004,0,1,12.49,16-MAY-2017
Voodoo Science,500,"Parks, Robert",379288723X,y,23-DEC-2004,2,4,7.99,24-JUL-2014
Voss,823,"White, Patrick",9646693556,y,01-AUG-1984,5,1,4.99,09-SEP-1988
Voyage,823,"Baxter, Stephen",978-561563046X,y,08-NOV-2008,4,4,5.99,13-SEP-2015
"Voyage Out, The",823,"Woolf, Virginia",6965432319,y,,3,10,,20-MAR-2014
"Waiting Sands, The",823,"Howatch, Susan",978-3519844871,n,16-OCT-2007,0,4,17.99,16-MAY-2017
Walkabout,823,"Marshall, James Vance",3162779525,n,01-JUN-1980,0,12,1.99,16-MAY-2017
Wandering,823,"Hesse, Herman",5963161414,n,04-SEP-1979,0,1,2.99,16-MAY-2017
